=== STDOUT ===
Parseo exitoso
id	dni	nombre	edad	genero	altura	
----------------------------------------
SequentialFile scanAll + filtro BETWEEN
1	10000000	Fernando	30	M	1.560000	
8	10000007	Luis	27	M	1.780000	
12	10000011	Edgar	30	M	1.790000	
13	10000012	Rosa	29	F	1.810000	
22	10000021	Arturo	26	M	1.720000	
26	10000025	Beatriz	27	F	1.830000	
28	10000027	Valeria	30	F	1.820000	
32	10000031	Paola	25	F	1.750000	
46	10000045	Camila	28	F	1.760000	
47	10000046	Cecilia	26	F	1.670000	
50	10000049	Cesar	26	M	1.750000	
53	10000052	Alfredo	26	M	1.640000	
59	10000058	Rosa	29	F	1.620000	
64	10000063	Noelia	25	F	1.740000	
66	10000065	Carla	25	F	1.630000	
70	10000069	Jose	27	M	1.640000	
75	10000074	Melany	30	F	1.620000	
77	10000076	Paula	25	F	1.720000	
84	10000083	Sofia	26	F	1.580000	
87	10000086	Melany	29	F	1.670000	
90	10000089	Sandra	25	F	1.710000	
101	10000100	Daniel	26	M	1.720000	
106	10000105	Beatriz	27	F	1.750000	
118	10000117	Maria	29	F	1.580000	
134	10000133	Carolina	26	F	1.800000	
138	10000137	Enrique	25	M	1.840000	
140	10000139	Ruben	27	M	1.800000	
143	10000142	Cecilia	27	F	1.670000	
144	10000143	Julio	29	M	1.770000	
148	10000147	Jessica	26	F	1.760000	
158	10000157	Paula	25	F	1.700000	
164	10000163	Ricardo	30	M	1.660000	
165	10000164	Gloria	27	F	1.810000	
177	10000176	Gloria	29	F	1.590000	
181	10000180	Susana	26	F	1.790000	
186	10000185	Mariana	29	F	1.850000	
201	10000200	Ernesto	25	M	1.550000	
208	10000207	Natalia	29	F	1.680000	
209	10000208	Ernesto	28	M	1.850000	
223	10000222	Cecilia	29	F	1.680000	
230	10000229	Ramon	27	M	1.840000	
231	10000230	Ricardo	26	M	1.660000	
236	10000235	Andrea	27	F	1.650000	
239	10000238	Marta	26	F	1.620000	
240	10000239	Lidia	27	F	1.790000	
248	10000247	Felipe	29	M	1.760000	
251	10000250	Javier	29	M	1.800000	
266	10000265	Luisa	25	F	1.850000	
269	10000268	Carlos	28	M	1.820000	
278	10000277	Maria	25	F	1.730000	
281	10000280	Gustavo	28	M	1.850000	
286	10000285	Diana	28	F	1.710000	
289	10000288	Fernando	27	M	1.690000	
295	10000294	Raul	29	M	1.690000	
308	10000307	Axel	28	M	1.740000	
315	10000314	Kevin	29	M	1.820000	
321	10000320	Cesar	27	M	1.580000	
