=== STDOUT ===
Parseo exitoso
id	dni	nombre	edad	genero	altura	
----------------------------------------
BTree
32	10000031	Paola	25	F	1.750000	
64	10000063	Noelia	25	F	1.740000	
66	10000065	Carla	25	F	1.630000	
77	10000076	Paula	25	F	1.720000	
90	10000089	Sandra	25	F	1.710000	
138	10000137	Enrique	25	M	1.840000	
158	10000157	Paula	25	F	1.700000	
201	10000200	Ernesto	25	M	1.550000	
266	10000265	Luisa	25	F	1.850000	
278	10000277	Maria	25	F	1.730000	
357	10000356	Axel	25	M	1.800000	
369	10000368	Lidia	25	F	1.580000	
403	10000402	Oscar	25	M	1.680000	
430	10000429	Alvaro	25	M	1.620000	
440	10000439	Carolina	25	F	1.670000	
449	10000448	Gustavo	25	M	1.780000	
474	10000473	Francisco	25	M	1.580000	
476	10000475	Fernando	25	M	1.600000	
477	10000476	Rosa	25	F	1.710000	
551	10000550	Lorena	25	F	1.570000	
581	10000580	Fabiana	25	F	1.770000	
617	10000616	Sandra	25	F	1.600000	
638	10000637	Cristian	25	M	1.560000	
646	10000645	Hector	25	M	1.600000	
661	10000660	Carolina	25	F	1.830000	
844	10000843	Fernando	25	M	1.800000	
853	10000852	Francisco	25	M	1.730000	
854	10000853	Luisa	25	F	1.580000	
913	10000912	Felipe	25	M	1.770000	
936	10000935	Andrea	25	F	1.550000	
964	10000963	Ana	25	F	1.700000	
976	10000975	Raul	25	M	1.660000	
992	10000991	Carla	25	F	1.800000	
1044	10001043	Cesar	25	M	1.800000	
1059	10001058	Ana	25	F	1.850000	
1146	10001145	Alfredo	25	M	1.690000	
1232	10001231	Felipe	25	M	1.630000	
1260	10001259	Melissa	25	F	1.610000	
1348	10001347	Noelia	25	F	1.630000	
1356	10001355	Valeria	25	F	1.820000	
1431	10001430	Renato	25	M	1.820000	
1456	10001455	Cristian	25	M	1.550000	
1469	10001468	Bianca	25	F	1.660000	
1549	10001548	Hector	25	M	1.670000	
1628	10001627	Jorge	25	M	1.570000	
1630	10001629	Gloria	25	F	1.810000	
1631	10001630	Alicia	25	F	1.670000	
1667	10001666	Jessica	25	F	1.580000	
1701	10001700	Alicia	25	F	1.790000	
1775	10001774	Jose	25	M	1.570000	
1810	10001809	Sofia	25	F	1.650000	
1891	10001890	Maria	25	F	1.710000	
1914	10001913	Cristian	25	M	1.830000	
1919	10001918	Gustavo	25	M	1.710000	
1961	10001960	Javier	25	M	1.830000	
1969	10001968	Luis	25	M	1.650000	
2146	10002145	Roberto	25	M	1.650000	
2147	10002146	Noelia	25	F	1.610000	
2184	10002183	Ernesto	25	M	1.560000	
2187	10002186	Vanessa	25	F	1.710000	
2253	10002252	Vanessa	25	F	1.650000	
2274	10002273	Natalia	25	F	1.720000	
2294	10002293	Ruben	25	M	1.830000	
2296	10002295	Fabiana	25	F	1.820000	
2431	10002430	Victor	25	M	1.690000	
2434	10002433	Sergio	25	M	1.640000	
2475	10002474	Leonardo	25	M	1.680000	
2478	10002477	Julio	25	M	1.760000	
2486	10002485	Bianca	25	F	1.770000	
2506	10002505	Mariana	25	F	1.610000	
2513	10002512	Jessica	25	F	1.700000	
2522	10002521	Fernando	25	M	1.680000	
2560	10002559	Alonso	25	M	1.590000	
2566	10002565	Andrea	25	F	1.560000	
2605	10002604	Tomas	25	M	1.550000	
2678	10002677	Daniela	25	F	1.610000	
2774	10002773	Ramon	25	M	1.560000	
2781	10002780	Ramon	25	M	1.820000	
2819	10002818	Martin	25	M	1.800000	
2854	10002853	Ruben	25	M	1.650000	
2863	10002862	Luis	25	M	1.620000	
2877	10002876	Vanessa	25	F	1.630000	
2905	10002904	Marta	25	F	1.750000	
2923	10002922	Joel	25	M	1.750000	
2971	10002970	Elena	25	F	1.720000	
2984	10002983	Julia	25	F	1.550000	
3004	10003003	Fabiana	25	F	1.630000	
3024	10003023	Andres	25	M	1.840000	
3028	10003027	Fabiana	25	F	1.750000	
3062	10003061	Angela	25	F	1.680000	
3335	10003334	Ramon	25	M	1.610000	
3374	10003373	Manuel	25	M	1.550000	
3388	10003387	Sergio	25	M	1.740000	
3391	10003390	Veronica	25	F	1.600000	
3422	10003421	Stefany	25	F	1.600000	
3469	10003468	Adriana	25	F	1.560000	
