=== STDOUT ===
Parseo exitoso
id	dni	nombre	edad	genero	altura	
----------------------------------------
BTree rangeSearch
8	10000007	Lorena	25	F	1.630000	
25	10000024	Esteban	25	M	1.640000	
52	10000051	Claudia	25	F	1.760000	
98	10000097	Carlos	25	M	1.610000	
112	10000111	Teresa	25	F	1.660000	
191	10000190	Luis	25	M	1.810000	
224	10000223	Raul	25	M	1.640000	
244	10000243	Manuel	25	M	1.560000	
349	10000348	Sandra	25	F	1.590000	
388	10000387	Rocio	25	F	1.660000	
401	10000400	Renato	25	M	1.700000	
407	10000406	Joel	25	M	1.700000	
411	10000410	Lucia	25	F	1.630000	
476	10000475	Axel	25	M	1.600000	
520	10000519	Sofia	25	F	1.840000	
528	10000527	Ernesto	25	M	1.830000	
537	10000536	Victor	25	M	1.770000	
571	10000570	Ramon	25	M	1.560000	
582	10000581	Elena	25	F	1.590000	
670	10000669	Jose	25	M	1.680000	
672	10000671	Fernando	25	M	1.820000	
694	10000693	Andrea	25	F	1.710000	
696	10000695	Sandra	25	F	1.680000	
710	10000709	Stefany	25	F	1.830000	
796	10000795	Noelia	25	F	1.740000	
865	10000864	Jessica	25	F	1.710000	
871	10000870	Vanessa	25	F	1.660000	
964	10000963	Kevin	25	M	1.850000	
1011	10001010	Carla	25	F	1.670000	
1025	10001024	Adriana	25	F	1.700000	
1042	10001041	Cesar	25	M	1.690000	
1096	10001095	Diana	25	F	1.600000	
1097	10001096	Ruben	25	M	1.820000	
1111	10001110	Mariana	25	F	1.830000	
1156	10001155	Monica	25	F	1.670000	
1187	10001186	Diego	25	M	1.740000	
1241	10001240	Bruno	25	M	1.590000	
1245	10001244	Edgar	25	M	1.750000	
1277	10001276	Samuel	25	M	1.650000	
1285	10001284	Cecilia	25	F	1.730000	
1352	10001351	Luis	25	M	1.820000	
1377	10001376	Paola	25	F	1.840000	
1399	10001398	Nicolas	25	M	1.590000	
1423	10001422	Lidia	25	F	1.560000	
1447	10001446	Sofia	25	F	1.840000	
1448	10001447	Lucia	25	F	1.700000	
1468	10001467	Axel	25	M	1.850000	
1497	10001496	Pablo	25	M	1.640000	
1510	10001509	Silvia	25	F	1.750000	
1568	10001567	Karen	25	F	1.760000	
1585	10001584	Ernesto	25	M	1.740000	
1629	10001628	Mariana	25	F	1.700000	
1636	10001635	Javier	25	M	1.820000	
1665	10001664	Rocio	25	F	1.840000	
1683	10001682	Cesar	25	M	1.580000	
1686	10001685	Cecilia	25	F	1.800000	
1695	10001694	Carla	25	F	1.600000	
1717	10001716	Pablo	25	M	1.720000	
1811	10001810	Patricia	25	F	1.810000	
1839	10001838	Cecilia	25	F	1.660000	
1855	10001854	Felipe	25	M	1.710000	
1858	10001857	Juan	25	M	1.700000	
1866	10001865	Roberto	25	M	1.850000	
1904	10001903	Adriana	25	F	1.710000	
1907	10001906	Joel	25	M	1.710000	
1933	10001932	Claudia	25	F	1.830000	
2034	10002033	Adriana	25	F	1.600000	
2042	10002041	Beatriz	25	F	1.750000	
2066	10002065	Luisa	25	F	1.630000	
2105	10002104	Samuel	25	M	1.840000	
2113	10002112	Maria	25	F	1.700000	
2158	10002157	Diana	25	F	1.640000	
2301	10002300	Vanessa	25	F	1.700000	
2343	10002342	Arturo	25	M	1.800000	
2362	10002361	Angela	25	F	1.590000	
2412	10002411	Rocio	25	F	1.680000	
2455	10002454	Camila	25	F	1.610000	
2673	10002672	Daniel	25	M	1.690000	
2689	10002688	Melissa	25	F	1.620000	
2693	10002692	Jose	25	M	1.720000	
2702	10002701	Luisa	25	F	1.730000	
2707	10002706	Ruben	25	M	1.660000	
2818	10002817	Noelia	25	F	1.620000	
2820	10002819	Luisa	25	F	1.730000	
2821	10002820	Martin	25	M	1.770000	
2868	10002867	Daniel	25	M	1.650000	
2918	10002917	Adriana	25	F	1.770000	
2935	10002934	Oscar	25	M	1.640000	
2965	10002964	Gloria	25	F	1.680000	
2998	10002997	Esteban	25	M	1.550000	
3064	10003063	Oscar	25	M	1.660000	
3082	10003081	Jessica	25	F	1.810000	
3183	10003182	Edgar	25	M	1.580000	
3188	10003187	Paula	25	F	1.780000	
3200	10003199	Natalia	25	F	1.840000	
3248	10003247	Roberto	25	M	1.650000	
3290	10003289	Edgar	25	M	1.600000	
